    Time (min)     P1 (mbar)     P2 (mbar)     Temp. (C)
     111.2076       4003.86       6402.80         24.95
     111.2906       3994.84       6415.83         24.97
     111.3750       3994.84       6402.80         24.98
     111.4581       4007.88       6402.80         24.96
     111.5412       4000.86       6402.80         24.94
     111.6242       4004.87       6408.81         24.96
     111.7073       4003.86       6403.80         24.97
     111.7917       4003.86       6406.81         24.98
     111.8748       4002.86       6413.82         24.97
     111.9578       4006.87       6409.82         25.01
     112.0406       3998.85       6404.81         25.00
     112.1250       4003.86       6407.81         24.97
     112.2081       4003.86       6402.80         24.98
     112.2906       4005.87       6414.83         24.99
     112.3750       4002.86       6407.81         25.01
     112.4578       4002.86       6399.80         24.95
     112.5409       4007.88       6407.81         24.94
     112.6240       4002.86       6402.80         24.92
     112.7083       4002.86       6406.81         24.90
     112.7914       3994.84       6399.80         24.91
     112.8745       4004.87       6406.81         24.92
     112.9576       4005.87       6407.81         24.94
     113.0406       4007.88       6410.82         24.92
     113.1250       3999.85       6401.80         24.94
     113.2073       4009.88       6412.82         24.95
     113.2917       4007.88       6402.80         24.99
     113.3745       4008.88       6399.80         24.99
     113.4581       4002.86       6400.80         25.01
     113.5417       4008.88       6414.83         24.98
     113.6248       4009.88       6406.81         24.96
     113.7078       4004.87       6411.82         24.97
     113.7909       4009.88       6411.82         24.97
     113.8740       4004.87       6406.81         24.97
     113.9578       4002.86       6402.80         24.98
     114.0406       3999.85       6408.81         25.01
     114.1248       4000.86       6409.82         24.97
     114.2078       3994.84       6402.80         24.95
     114.2909       4002.86       6404.81         24.97
     114.3740       4003.86       6411.82         24.95
     114.4583       4008.88       6402.80         24.96
     114.5414       4007.88       6402.80         24.97
     114.6253       3994.84       6406.81         25.01
     114.7083       4007.88       6402.80         24.98
     114.7914       4005.87       6410.82         24.99
     114.8748       4001.86       6409.82         24.96
     114.9578       4006.87       6406.81         24.96
     115.0409       4011.89       6398.79         24.96
     115.1248       5220.50       5204.41         25.00
     115.2078       5210.47       5215.43         24.97
     115.2909       5201.45       5215.43         24.97
     115.3750       5209.47       5207.42         25.04
     115.4578       5216.49       5207.42         24.97
     115.5412       5204.46       5207.42         24.97
     115.6242       5209.47       5207.42         24.95
     115.7073       5211.48       5209.42         24.97
     115.7917       5202.45       5208.42         24.97
     115.8748       5205.46       5205.41         24.97
     115.9578       5210.47       5205.41         24.99
     116.0417       5210.47       5207.42         24.99
     116.1245       5209.47       5215.43         24.99
     116.2073       5217.49       5218.44         25.01
     116.2917       5210.47       5205.41         24.99
     116.3748       5205.46       5207.42         24.98
     116.4578       5209.47       5207.42         24.96
     116.5409       5210.47       5206.41         24.97
     116.6250       5203.45       5207.42         25.04
     116.7081       5206.46       5204.41         25.02
     116.7909       5209.47       5207.42         24.98
     116.8742       5210.47       5198.40         25.00
     116.9583       5210.47       5214.43         24.95
     117.0414       5205.46       5207.42         24.96
     117.1245       5210.47       5205.41         24.96
     117.2076       5210.47       5205.41         24.95
     117.2906       5210.47       5207.42         24.96
     117.3740       5210.47       5213.43         24.96
     117.4583       5205.46       5215.43         24.97
     117.5414       5211.48       5211.42         24.95
     117.6242       5206.46       5210.42         25.02
     117.7073       5206.46       5210.42         25.01
     117.7914       5213.48       5207.42         24.98
     117.8745       5210.47       5216.43         24.97
     117.9576       5210.47       5207.42         24.98
     118.0406       5210.47       5205.41         24.96
     118.1250       5205.46       5207.42         24.92
     118.2081       5203.45       5213.43         24.92
     118.2912       5209.47       5219.44         24.95
     118.3742       5207.46       5213.43         24.96
     118.4573       5210.47       5213.43         24.96
     118.5417       5209.47       5207.42         24.97
     118.6248       5209.47       5207.42         25.03
     118.7078       5206.46       5214.43         25.01
     118.7914       5205.46       5211.42         24.97
     118.8745       5206.46       5207.42         24.96
     118.9576       5210.47       5212.43         24.96
     119.0406       5211.48       5207.42         24.92
     119.1250       5202.45       5207.42         24.91
     119.2081       5209.47       5215.43         24.94
     119.2912       5210.47       5214.43         24.96
     119.3745       5207.46       5207.42         24.94
     119.4576       5205.46       5205.41         24.96
     119.5406       5208.47       5213.43         24.97
     119.6250       5205.46       5202.41         24.97
     119.7081       5210.47       5211.42         25.01
     119.7914       5210.47       5210.42         25.01
     119.8742       5210.47       5210.42         24.96
     119.9573       5210.47       5212.43         24.97
     120.0417       5189.41       5207.42         24.94
     120.1248       3091.13       5217.44         24.94
     120.2076       3084.11       5207.42         25.01
     120.2909       3076.09       5210.42         25.01
     120.3750       2963.75       5207.42         24.97
     120.4583       2964.76       5207.42         24.92
     120.5417       2959.74       5208.42         24.90
     120.6248       2965.76       5208.42         24.91
     120.7078       2955.73       5208.42         24.94
     120.7909       2960.74       5217.44         24.95
     120.8742       2969.77       5221.44         24.96
     120.9576       2960.74       5207.42         24.96
     121.0412       2961.75       5210.42         24.96
     121.1240       2965.76       5210.42         24.99
     121.2078       2960.74       5210.42         24.98
     121.2909       2967.77       5215.43         24.99
     121.3742       2961.75       5219.44         24.98
     121.4576       2963.75       5209.42         24.99
     121.5406       2965.76       5207.42         24.97
     121.6250       2959.74       5216.43         25.02
     121.7078       2955.73       5216.43         24.97
     121.7914       2962.75       5215.43         24.98
     121.8745       2954.73       5210.42         24.98
     121.9578       2969.77       5207.42         24.97
     122.0409       2967.77       5213.43         24.97
     122.1240       2962.75       5207.42         24.97
     122.2083       2965.76       5206.41         24.99
     122.2906       2960.74       5208.42         25.01
     122.3742       2965.76       5207.42         24.97
     122.4573       2959.74       5210.42         24.97
     122.5417       2964.76       5207.42         24.97
     122.6248       2967.77       5216.43         24.93
     122.7078       2967.77       5206.41         24.94
     122.7909       2970.77       5214.43         24.95
     122.8740       2970.77       5210.42         24.96
     122.9581       2968.77       5207.42         25.00
     123.0412       2963.75       5217.44         25.00
     123.1240       2967.77       5207.42         24.96
     123.2083       2965.76       5207.42         24.97
     123.2914       2970.77       5218.44         24.96
     123.3745       2953.72       5206.41         24.96
     123.4576       2969.77       5217.44         24.96
     123.5409       2964.76       5211.42         24.97
     123.6250       2972.78       5211.42         25.03
     123.7073       2969.77       5208.42         24.96
     123.7917       2969.77       5218.44         24.96
     123.8750       2965.76       5202.41         24.96
     123.9581       2970.77       5213.43         24.96
     124.0412       2963.75       5215.43         24.97
     124.1240       2972.78       5217.44         25.02
     124.2083       2960.74       5217.44         25.02
     124.2912       2968.77       5207.42         24.97
     124.3742       2962.75       5218.44         24.97
     124.4573       2967.77       5212.43         24.97
     124.5417       2964.76       5209.42         24.99
     124.6248       2975.79       5207.42         24.99
     124.7078       2964.76       5227.46         24.96
     124.7909       2959.74       5213.43         24.98
     124.8750       2962.75       5211.42         25.01
     124.9573       2964.76       5207.42         24.97
     125.0417       2965.76       5211.42         24.95
     125.1248       2965.76       5216.43         24.96
     125.2078       2968.77       5217.44         24.98
     125.2909       2968.77       5215.43         24.99
     125.3750       2961.75       5207.42         24.96
     125.4581       2961.75       5221.44         24.94
     125.5412       2964.76       5213.43         24.94
     125.6242       2969.77       5214.43         24.97
     125.7073       2967.77       5215.43         24.97
     125.7917       2969.77       5220.44         24.99
     125.8745       2970.77       5209.42         25.01
     125.9581       2962.75       5210.42         24.97
     126.0412       2968.77       5205.41         24.97
     126.1242       2969.77       5206.41         24.95
     126.2073       2963.75       5212.43         24.94
     126.2917       2977.80       5207.42         24.92
     126.3748       4089.12       4095.20         24.94
     126.4581       4092.13       4087.18         24.96
     126.5412       4093.13       4090.19         24.95
     126.6242       4088.12       4089.18         24.97
     126.7073       4089.12       4091.19         24.96
     126.7917       4095.14       4086.18         24.96
     126.8748       4091.13       4090.19         24.95
     126.9578       4089.12       4090.19         24.97
     127.0409       4092.13       4098.20         24.97
     127.1245       4088.12       4094.19         25.00
     127.2073       4100.15       4091.19         24.97
     127.2917       4090.12       4088.18         24.96
     127.3748       4093.13       4096.20         24.97
     127.4578       4092.13       4098.20         24.98
     127.5409       4092.13       4096.20         24.99
     127.6250       4082.10       4102.21         25.01
     127.7078       4092.13       4088.18         24.94
     127.7909       4093.13       4096.20         24.91
     127.8742       4093.13       4098.20         24.94
     127.9573       4089.12       4091.19         24.94
     128.0417       4092.13       4090.19         24.97
     128.1248       4090.12       4090.19         24.97
     128.2078       4085.11       4090.19         24.98
     128.2909       4091.13       4102.21         24.98
     128.3748       4095.14       4090.19         25.01
     128.4576       4092.13       4097.20         24.97
     128.5414       4095.14       4090.19         24.99
     128.6242       4098.15       4103.21         25.03
     128.7083       4092.13       4092.19         24.99
     128.7917       4089.12       4090.19         24.99
     128.8750       4089.12       4091.19         24.96
     128.9581       4087.11       4107.22         24.96
     129.0412       4092.13       4092.19         24.99
     129.1248       4092.13       4090.19         25.00
     129.2076       4090.12       4090.19         24.98
     129.2906       4083.10       4102.21         24.96
     129.3750       4091.13       4093.19         24.98
     129.4583       4093.13       4097.20         24.99
     129.5414       4098.15       4090.19         24.96
     129.6245       4091.13       4103.21         24.98
     129.7078       4092.13       4106.22         24.99
     129.7914       4099.15       4098.20         25.00
     129.8742       4091.13       4096.20         24.99
     129.9576       4090.12       4084.17         24.96
     130.0406       4099.15       4090.19         24.94
     130.1240       4082.10       4100.21         24.94
     130.2076       4092.13       4090.19         24.94
     130.2906       4095.14       4091.19         24.96
     130.3750       4086.11       4092.19         24.97
     130.4576       4091.13       4098.20         24.97
     130.5406       4092.13       4100.21         24.96
     130.6240       4092.13       4091.19         24.96
     130.7083       4092.13       4098.20         24.98
     130.7912       4095.14       4090.19         25.03
     130.8742       4088.12       4090.19         25.01
     130.9578       4096.14       4105.22         24.93
     131.0409       4089.12       4090.19         24.96
     131.1240       4089.12       4094.19         24.97
     131.2073       4073.07       4096.20         24.97
     131.2914       3013.90       4099.20         25.01
     131.3742       3028.95       4102.21         24.98
     131.4573       2733.06       4101.21         24.97
     131.5417       2002.88       4095.20         24.96
     131.6250       1993.85       4094.19         24.98
     131.7081       1991.85       4090.19         24.95
     131.7912       1992.85       4100.21         24.98
     131.8742       1998.87       4090.19         24.99
     131.9573       1993.85       4090.19         25.01
     132.0414       1993.85       4101.21         24.96
     132.1250       1992.85       4095.20         24.97
     132.2083       1993.85       4090.19         24.97
     132.2914       1981.82       4099.20         24.99
     132.3740       1988.84       4102.21         24.96
     132.4573       1993.85       4094.19         24.94
     132.5406       1988.84       4093.19         24.97
     132.6250       1993.85       4090.19         24.99
     132.7073       1993.85       4093.19         25.01
     132.7914       1993.85       4092.19         24.99
     132.8740       1992.85       4096.20         24.97
     132.9583       1986.83       4090.19         24.98
     133.0414       1998.87       4093.19         24.94
     133.1248       1992.85       4087.18         24.92
     133.2078       1993.85       4091.19         24.94
     133.2909       1993.85       4098.20         24.93
     133.3742       1993.85       4094.19         24.97
     133.4573       1995.86       4092.19         24.98
     133.5412       1988.84       4097.20         24.97
     133.6242       1991.85       4090.19         25.00
     133.7083       1984.83       4092.19         24.99
     133.7912       2000.87       4091.19         24.98
     133.8750       1993.85       4094.19         24.99
     133.9581       1992.85       4098.20         24.96
     134.0412       1992.85       4091.19         24.98
     134.1240       1985.83       4090.19         25.00
     134.2083       1993.85       4094.19         24.97
     134.2914       2002.88       4090.19         24.95
     134.3745       1990.84       4095.20         24.95
     134.4578       2003.88       4086.18         24.94
     134.5409       1987.83       4098.20         24.95
     134.6240       1993.85       4101.21         24.94
     134.7083       1992.85       4090.19         24.96
     134.7914       1990.84       4098.20         24.96
     134.8745       1988.84       4086.18         25.01
     134.9576       1985.83       4088.18         25.04
     135.0417       1993.85       4091.19         24.96
     135.1248       1990.84       4091.19         24.96
     135.2078       1992.85       4093.19         24.94
     135.2909       1999.87       4089.18         24.96
     135.3740       1985.83       4102.21         24.96
     135.4583       1992.85       4091.19         24.94
     135.5414       1992.85       4095.20         24.96
     135.6245       1992.85       4090.19         24.97
     135.7073       1991.85       4090.19         25.01
     135.7914       1992.85       4101.21         24.96
     135.8748       1996.86       4090.19         24.95
     135.9578       1993.85       4098.20         24.97
     136.0406       1991.85       4086.18         25.03
     136.1242       1998.87       4090.19         24.97
     136.2073       1992.85       4094.19         24.98
     136.2917       1993.85       4087.18         24.90
     136.3748       1996.86       4090.19         24.90
     136.4578       2002.88       4096.20         24.92
     136.5409       1989.84       4094.19         24.88
     136.6240       1987.83       4098.20         24.91
     136.7073       1992.85       4090.19         24.95
     136.7917       1996.86       4088.18         24.97
     136.8748       1987.83       4098.20         24.97
     136.9576       1986.83       4088.18         25.02
     137.0406       1995.86       4088.18         25.03
     137.1248       1999.87       4092.19         24.97
     137.2078       1992.85       4090.19         24.96
     137.2914       2000.87       4090.19         24.95
     137.3745       1989.84       4091.19         24.95
     137.4576       1991.85       4090.19         24.95
     137.5409       1995.86       4090.19         24.97
     137.6240       1993.85       4095.20         24.96
     137.7083       1993.85       4097.20         24.97
     137.7914       1994.86       4096.20         24.97
     137.8745       1990.84       4088.18         24.98
     137.9583       1998.87       4088.18         24.99
     138.0414       2004.89       4092.19         24.97
     138.1248       1998.87       4096.20         24.99
     138.2078       1992.85       4088.18         24.98
     138.2909       1993.85       4096.20         24.99
     138.3742       1997.86       4090.19         24.99
     138.4573       1994.86       4100.21         24.97
     138.5417       2002.88       4092.19         24.98
     138.6245       1993.85       4096.20         25.04
     138.7078       1993.85       4100.21         25.05
     138.7906       1993.85       4088.18         24.97
     138.8742       2000.87       4096.20         25.01
     138.9583       1998.87       4087.18         24.96
     139.0417       1993.85       4090.19         24.93
     139.1248       1993.85       4090.19         24.92
     139.2078       1993.85       4090.19         24.92
     139.2909       1991.85       4092.19         24.97
     139.3740       1994.86       4090.19         24.97
     139.4583       1989.84       4101.21         24.98
     139.5414       1992.85       4091.19         24.97
     139.6248       1988.84       4091.19         24.97
     139.7076       1993.85       4090.19         25.01
     139.7917       1988.84       4091.19         24.98
     139.8750       1993.85       4104.21         24.98
     139.9578       1987.83       4090.19         25.01
     140.0406       1998.87       4095.20         24.97
     140.1250       1992.85       4090.19         24.97
     140.2081       1992.85       4088.18         24.94
     140.2912       1989.84       4093.19         24.92
     140.3745       1989.84       4096.20         24.91
     140.4576       1990.84       4090.19         24.92
     140.5406       3045.00       3048.11         24.96
     140.6250       3047.00       3049.11         24.95
     140.7081       3038.98       3044.10         24.98
     140.7912       3053.02       3041.09         24.97
     140.8748       3050.01       3052.11         25.03
     140.9576       3047.00       3051.11         24.95
     141.0406       3043.99       3045.10         24.95
     141.1250       3048.01       3045.10         24.96
     141.2081       3055.03       3052.11         24.96
     141.2912       3041.99       3045.10         24.94
     141.3742       3042.99       3049.11         24.94
     141.4573       3041.99       3056.12         24.98
     141.5417       3043.99       3058.13         24.94
     141.6248       3045.00       3046.10         24.94
     141.7078       3049.01       3037.08         24.96
     141.7906       3045.00       3052.11         25.04
     141.8748       3043.99       3054.12         24.97
     141.9578       3052.02       3044.10         24.96
     142.0409       3046.00       3055.12         24.97
     142.1242       3050.01       3047.10         24.99
     142.2081       3045.00       3048.11         24.99
     142.2912       3052.02       3045.10         24.98
     142.3750       3045.00       3046.10         24.99
     142.4581       3048.01       3052.11         25.03
     142.5409       3050.01       3052.11         24.94
     142.6240       3041.99       3048.11         24.93
     142.7083       3053.02       3052.11         24.89
     142.7914       3041.99       3052.11         24.88
     142.8745       3053.02       3043.10         24.92
     142.9576       3041.99       3052.11         24.94
     143.0406       3048.01       3048.11         24.96
     143.1250       3052.02       3044.10         24.96
     143.2081       3041.99       3051.11         24.98
     143.2912       3046.00       3051.11         24.97
     143.3742       3051.01       3050.11         25.02
     143.4583       3039.98       3054.12         24.97
     143.5414       3050.01       3048.11         24.98
     143.6245       3040.98       3048.11         24.98
     143.7073       3048.01       3052.11         25.02
     143.7914       3050.01       3047.10         24.97
     143.8745       3047.00       3052.11         24.98
     143.9573       3045.00       3046.10         24.99
     144.0417       3052.02       3051.11         24.96
     144.1248       3050.01       3052.11         24.98
     144.2078       3049.01       3050.11         24.97
     144.2909       3047.00       3052.11         24.96
     144.3740       3045.00       3049.11         24.97
     144.4583       3051.01       3051.11         24.96
     144.5414       3058.04       3058.13         24.92
     144.6245       3049.01       3059.13         24.97
     144.7073       3046.00       3045.10         25.01
     144.7914       3047.00       3048.11         24.98
     144.8742       3041.99       3047.10         25.03
     144.9583       3053.02       3052.11         24.97
     145.0414       2450.22       3046.10         24.92
     145.1248       1022.95       3047.10         24.90
     145.2078       1012.92       3058.13         24.90
     145.2909       1007.90       3059.13         24.90
     145.3740       1018.94       3052.11         24.92
     145.4583       1018.94       3054.12         24.92
     145.5414       1020.94       3052.11         24.94
     145.6245       1022.95       3052.11         24.94
     145.7076       1017.93       3052.11         24.95
     145.7906       1020.94       3059.13         24.93
     145.8750       1023.95       3060.13         24.96
     145.9583       1017.93       3048.11         24.99
     146.0414       1021.95       3041.09         24.97
     146.1245       1018.94       3051.11         24.97
     146.2076       1017.93       3052.11         25.01
     146.2917       1008.91       3059.13         25.00
     146.3740       1013.92       3052.11         24.96
     146.4583       1011.92       3046.10         24.96
     146.5409       1019.94       3051.11         24.98
     146.6240       1024.95       3051.11         24.99
     146.7073       1020.94       3052.11         24.98
     146.7914       1021.95       3045.10         25.01
     146.8745       1022.95       3057.12         24.99
     146.9576       1021.95       3049.11         24.98
     147.0409       1019.94       3051.11         24.97
     147.1248       1013.92       3058.13         24.99
     147.2076       1027.96       3053.12         25.03
     147.2917       1012.92       3052.11         24.96
     147.3748       1016.93       3046.10         24.96
     147.4581       1020.94       3052.11         24.93
     147.5412       1021.95       3052.11         24.92
     147.6245       1010.91       3046.10         24.92
     147.7076       1014.92       3052.11         24.94
     147.7906       1013.92       3044.10         24.94
     147.8750       1020.94       3042.09         24.95
     147.9583       1010.91       3051.11         24.93
     148.0414       1015.93       3055.12         24.96
     148.1245       1010.91       3047.10         24.97
     148.2076       1023.95       3052.11         24.96
     148.2906       1020.94       3049.11         24.94
     148.3750       1023.95       3047.10         24.98
     148.4583       1008.91       3051.11         24.97
     148.5412       1012.92       3056.12         25.00
     148.6240       1019.94       3052.11         25.01
     148.7081       1019.94       3051.11         24.95
     148.7912       1024.95       3052.11         24.92
     148.8742       1015.93       3059.13         24.97
     148.9581       1015.93       3059.13         24.98
     149.0414       1022.95       3060.13         24.98
     149.1245       1019.94       3053.12         24.97
     149.2073       1020.94       3061.13         25.02
     149.2914       1024.95       3051.11         24.97
     149.3745       1022.95       3052.11         24.99
     149.4576       1026.96       3055.12         24.97
     149.5406       1029.97       3055.12         24.96
     149.6250       1020.94       3051.11         24.97
     149.7073       1012.92       3052.11         25.00
     149.7914       1019.94       3056.12         24.96
     149.8745       1021.95       3054.12         24.96
     149.9578       1013.92       3059.13         24.96
     150.0412       1015.93       3047.10         24.94
     150.1245       1022.95       3046.10         24.95
     150.2076       1014.92       3055.12         24.96
     150.2914       2024.95       2059.13         24.99
     150.3748       2034.98       2038.09         25.01
     150.4578       2027.95       2027.07         25.03
     150.5417       2032.97       2042.10         25.01
     150.6242       2037.98       2040.09         24.98
     150.7073       2040.99       2035.08         24.95
     150.7917       2038.99       2038.09         24.96
     150.8750       2039.99       2040.09         24.94
     150.9581       2035.98       2036.09         24.97
     151.0412       2038.99       2044.10         24.96
     151.1242       2029.96       2046.11         24.96
     151.2073       2045.01       2040.09         24.97
     151.2906       2032.97       2046.11         24.96
     151.3750       2038.99       2032.08         24.97
     151.4583       2033.97       2044.10         24.95
     151.5414       2043.00       2042.10         24.96
     151.6245       2038.99       2042.10         24.94
     151.7076       2028.96       2041.10         24.95
     151.7906       2032.97       2036.09         24.97
     151.8748       2039.99       2042.10         25.03
     151.9578       2035.98       2033.08         24.96
     152.0409       2047.01       2045.10         24.97
     152.1240       2037.98       2042.10         24.97
     152.2073       2032.97       2040.09         24.97
     152.2917       2032.97       2042.10         24.97
     152.3748       2038.99       2038.09         25.05
     152.4576       2036.98       2040.09         24.97
     152.5406       2043.00       2047.11         24.96
     152.6250       2032.97       2049.11         24.95
     152.7081       2032.97       2040.09         24.98
     152.7912       2032.97       2033.08         24.96
     152.8742       2035.98       2036.09         24.97
     152.9573       2030.96       2043.10         24.98
     153.0414       2039.99       2033.08         24.99
     153.1240       2031.97       2038.09         24.98
     153.2073       2033.97       2040.09         24.98
     153.2917       2037.98       2039.09         24.92
     153.3748       2036.98       2033.08         24.96
     153.4578       2042.00       2047.11         24.97
     153.5417       2045.01       2044.10         24.99
     153.6248       2032.97       2043.10         24.97
     153.7078       2038.99       2040.09         24.97
     153.7917       2042.00       2033.08         24.97
     153.8750       2027.95       2044.10         24.97
     153.9576       2036.98       2052.12         24.98
     154.0409       2039.99       2033.08         24.99
     154.1240       2040.99       2032.08         24.99
     154.2083       2042.00       2044.10         24.97
     154.2906       2044.00       2045.10         24.97
     154.3750       2031.97       2036.09         25.04
     154.4581       2047.01       2049.11         25.03
     154.5427       2035.98       2036.09         25.00
     154.6240       2030.96       2041.10         24.96
     154.7083       2037.98       2036.09         24.96
     154.7917       2032.97       2042.10         24.97
     154.8745       2031.97       2039.09         25.01
     154.9581       2032.97       2039.09         24.97
     155.0412       2031.97       2041.10         24.96
     155.1242        340.91       2047.11         24.95
     155.2073        153.35       2042.10         25.03
     155.2917        101.19       2047.11         25.01
     155.3740         58.06       2042.10         25.01
     155.4581         47.03       2037.09         24.95
     155.5412         25.97       2040.09         24.94
     155.6242         20.95       2040.09         24.93
     155.7076         16.94       2037.09         24.94
     155.7906         15.94       2045.10         24.94
     155.8750         19.95       2042.10         24.94
     155.9581         16.94       2036.09         24.91
     156.0412         17.94       2044.10         24.92
     156.1245          7.91       2048.11         24.96
     156.2076         13.93       2041.10         24.97
     156.2906         11.92       2037.09         24.97
     156.3745          7.91       2041.10         24.97
     156.4581         19.95       2050.11         24.99
     156.5406         15.94       2036.09         24.99
     156.6240         17.94       2048.11         24.96
     156.7073         18.95       2044.10         24.97
     156.7917         12.93       2043.10         24.95
     156.8750         10.92       2044.10         24.94
     156.9581         15.94       2044.10         24.94
     157.0406         19.95       2040.09         24.93
     157.1250          9.92       2041.10         24.95
     157.2081         16.94       2051.12         24.96
     157.2912         19.95       2044.10         24.97
     157.3742         11.92       2039.09         24.96
     157.4583         13.93       2040.09         25.05
     157.5414         11.92       2040.09         25.01
     157.6245          9.92       2040.09         24.99
     157.7073          6.91       2045.10         24.98
     157.7906         10.92       2039.09         24.97
     157.8750         10.92       2033.08         24.97
     157.9583         23.96       2033.08         24.96
     158.0417         23.96       2040.09         24.98
     158.1248         16.94       2036.09         24.98
     158.2081         11.92       2042.10         24.97
     158.2914         13.93       2043.10         24.97
     158.3742         15.94       2045.10         25.02
     158.4583         10.92       2043.10         24.98
     158.5414         11.92       2048.11         25.01
     158.6245         11.92       2032.08         24.96
     158.7081         11.92       2041.10         24.96
     158.7917         11.92       2045.10         24.94
     158.8750         11.92       2040.09         24.96
     158.9581         11.92       2036.09         24.96
     159.0414         11.92       2051.12         24.92
     159.1248         24.96       2042.10         24.91
     159.2078         26.97       2046.11         24.94
     159.2912         18.95       2037.09         24.98
     159.3745         26.97       2042.10         24.99
     159.4576         11.92       2042.10         24.98
     159.5425         10.92       2040.09         24.99
     159.6248         16.94       2047.11         24.98
     159.7078         20.95       2046.11         24.97
     159.7909         20.95       2046.11         24.97
     159.8742          9.92       2042.10         25.01
     159.9578         13.93       2047.11         25.00
     160.0417       1012.92       1051.12         24.97
     160.1248       1031.98       1029.08         24.98
     160.2081       1025.96       1028.07         24.95
     160.2914       1035.99       1034.09         24.95
     160.3745       1030.97       1038.09         24.97
     160.4578       1022.95       1031.08         24.97
     160.5417       1026.96       1038.09         25.00
     160.6248       1021.95       1040.10         24.96
     160.7078       1032.98       1033.08         24.96
     160.7912       1029.97       1036.09         24.95
     160.8745       1012.92       1033.08         24.96
     160.9578       1025.96       1028.07         24.98
     161.0425       1029.97       1029.08         25.00
     161.1245       1018.94       1034.09         25.05
     161.2076       1029.97       1027.07         24.99
     161.2909       1020.94       1027.07         24.92
     161.3742       1015.93       1029.08         24.92
     161.4573       1027.96       1037.09         24.94
     161.5409       1026.96       1031.08         24.96
     161.6242       1027.96       1033.08         24.96
     161.7073       1011.92       1031.08         24.95
     161.7917       1017.93       1031.08         24.96
     161.8748       1016.93       1039.10         24.94
     161.9581       1025.96       1033.08         24.94
     162.0417       1027.96       1032.08         24.98
     162.1250       1026.96       1025.07         24.98
     162.2073       1021.95       1036.09         25.02
     162.2917       1014.92       1031.08         24.97
     162.3750       1013.92       1033.08         24.95
     162.4581       1021.95       1021.06         24.94
     162.5414       1019.94       1029.08         24.96
     162.6248       1030.97       1032.08         24.96
     162.7078       1022.95       1031.08         24.97
     162.7912       1029.97       1040.10         24.97
     162.8742       1029.97       1027.07         25.02
     162.9583       1030.97       1033.08         24.96
     163.0414       1031.98       1033.08         24.96
     163.1248       1031.98       1037.09         24.94
     163.2081       1031.98       1025.07         24.95
     163.2912       1033.98       1035.09         24.99
     163.3748       1018.94       1034.09         24.96
     163.4581       1021.95       1042.10         24.93
     163.5414       1027.96       1037.09         24.94
     163.6245       1031.98       1033.08         24.96
     163.7078       1019.94       1041.10         24.96
     163.7909       1023.95       1033.08         24.98
     163.8750       1031.98       1040.10         25.02
     163.9573       1024.95       1030.08         25.02
     164.0414       1025.96       1033.08         24.99
     164.1248       1024.95       1033.08         24.98
     164.2081       1031.98       1030.08         24.96
     164.2914       1024.95       1035.09         24.92
     164.3748       1023.95       1033.08         24.95
     164.4581       1016.93       1032.08         24.96
     164.5414       1019.94       1038.09         24.95
     164.6248       1036.99       1035.09         24.99
     164.7073       1031.98       1040.10         24.97
     164.7909       1024.95       1035.09         24.96
     164.8742       1025.96       1033.08         24.97
     164.9576       1026.96       1035.09         24.96
     165.0409       1018.94       1032.08         24.97
     165.1248        226.57       1035.09         25.01
     165.2081        102.19       1041.10         25.01
     165.2909         75.11       1042.10         24.96
     165.3742         48.03       1042.10         24.94
     165.4576         39.01       1041.10         24.98
     165.5409         31.98       1031.08         25.01
     165.6248         26.97       1033.08         24.97
     165.7083         31.98       1030.08         24.96
     165.7917         17.94       1038.09         24.96
     165.8750         18.95       1036.09         24.96
     165.9573          9.92       1042.10         24.95
     166.0417         16.94       1039.10         25.03
     166.1248         15.94       1033.08         25.02
     166.2073         -1.11       1027.07         24.94
     166.2906         12.93       1032.08         24.95
     166.3750          1.89       1036.09         24.96
     166.4583          7.91       1041.10         24.95
     166.5414          7.91       1035.09         24.94
     166.6248         11.92       1035.09         24.96
     166.7081          5.91       1033.08         24.98
     166.7909         14.93       1038.09         25.04
     166.8740         10.92       1047.11         24.96
     166.9583          7.91       1039.10         24.94
     167.0406          6.91       1038.09         24.94
     167.1240         11.92       1031.08         24.94
     167.2073          6.91       1035.09         24.97
     167.2917          9.92       1036.09         24.96
     167.3750          9.92       1041.10         24.97
     167.4583         10.92       1034.09         24.98
     167.5406          5.91       1031.08         24.93
     167.6250          5.91       1035.09         24.97
     167.7083         11.92       1033.08         24.99
     167.7917         14.93       1035.09         24.97
     167.8750         12.93       1033.08         24.99
     167.9581         11.92       1041.10         24.98
     168.0412         13.93       1033.08         24.95
     168.1245          7.91       1048.11         24.96
     168.2073          5.91       1033.08         25.01
     168.2906          8.92       1032.08         25.02
     168.3750          7.91       1037.09         24.96
     168.4583         17.94       1037.09         24.94
     168.5417          5.91       1034.09         24.94
     168.6248         11.92       1037.09         24.98
     168.7081          5.91       1044.11         24.99
     168.7909          7.91       1031.08         24.96
     168.8742          8.92       1039.10         24.98
     168.9576         12.93       1040.10         24.97
     169.0409         14.93       1035.09         24.96
     169.1242         21.95       1033.08         24.95
     169.2076          4.90       1038.09         24.98
     169.2909          6.91       1030.08         25.01
     169.3750          1.89       1042.10         24.97
     169.4581          5.91       1039.10         24.96
     169.5412         11.92       1037.09         25.00
     169.6248         11.92       1033.08         24.97
     169.7081         10.92       1032.08         24.96
     169.7912         13.93       1046.11         24.94
